"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"229923","5883","10575","1953","6949","2002","8422","1855","10816","2056","9721","1646","9508","1713","4380","1032","6574","1888","38297","3744","33373","3019","23872","2532","67436","4413","0500000US12031","Duval County, Florida"
"70583","3350","2710","915","1811","758","1872","792","2478","719","2147","629","2666","910","1365","645","1653","533","12648","2062","11382","1734","10215","1791","19636","2027","0500000US12033","Escambia County, Florida"
"29721","2082","1462","608","600","439","165","229","747","479","684","313","1008","507","706","478","1115","677","4773","1222","4585","1104","4113","990","9763","1518","0500000US12035","Flagler County, Florida"
"52370","2720","2688","1052","1177","445","1793","758","1932","633","3155","996","1949","673","974","566","1987","638","11130","1716","8960","1690","5954","1214","10671","1380","0500000US12053","Hernando County, Florida"
"27635","2207","1385","761","688","467","1575","833","820","516","1398","728","1908","832","505","323","1489","795","5554","1251","4303","994","2270","816","5740","1347","0500000US12055","Highlands County, Florida"
"342998","5585","14291","2603","12609","2270","10408","1641","12094","2021","12806","1886","14841","2362","5476","1403","6602","1437","52840","4098","48138","3494","34502","3311","118391","4444","0500000US12057","Hillsborough County, Florida"
"34563","2403","309","309","296","243","859","561","1225","565","1394","876","1170","573","749","582","786","645","5083","1201","5091","1326","4304","1110","13297","1597","0500000US12061","Indian River County, Florida"
"94847","4100","3679","1242","1870","813","2378","1035","4244","1540","4638","1559","3946","1038","1619","823","3520","1161","16110","2620","15977","2434","11255","1761","25611","2614","0500000US12069","Lake County, Florida"
"180020","5641","6025","1381","3970","1172","5033","1436","5352","1093","5773","1182","8108","1630","4455","1131","4211","978","29497","3505","24166","2286","23526","2308","59904","3686","0500000US12071","Lee County, Florida"
"61334","2643","2130","795","2174","987","2768","948","1978","727","1527","686","1675","744","1476","677","1537","681","8530","1684","9256","1608","6317","1215","21966","1640","0500000US12073","Leon County, Florida"
"99502","3926","1707","644","1790","791","2659","904","3240","1166","3604","995","3270","825","1926","805","1930","753","16829","2249","14116","1971","12679","1958","35752","2580","0500000US12081","Manatee County, Florida"
"93029","4421","4896","1549","2157","952","2885","1125","3658","1188","4721","1531","6130","1703","1402","511","3461","1221","19201","2371","11888","2053","10504","1768","22126","3046","0500000US12083","Marion County, Florida"
"38310","2256","573","398","1080","590","1176","699","817","618","718","462","1199","638","844","561","671","460","5767","1299","4970","1081","4329","1008","16166","1946","0500000US12085","Martin County, Florida"
"622526","8712","28298","2818","25396","2858","28541","3063","39236","3202","38830","3510","33517","2972","13753","2155","19934","2057","110712","5251","85165","5524","51079","3925","148065","5921","0500000US12086","Miami-Dade County, Florida"
"18944","1581","323","259","822","661","416","297","354","283","442","301","547","364","476","446","342","278","2716","806","2033","608","1869","618","8604","1071","0500000US12087","Monroe County, Florida"
"23407","1722","949","590","636","450","622","393","464","369","329","294","819","453","72","91","744","433","3607","1016","2824","955","3332","835","9009","1179","0500000US12089","Nassau County, Florida"
"51819","2724","1600","946","1646","644","1884","813","1505","661","1862","574","1624","650","611","394","918","410","7111","1207","7070","1334","7536","1631","18452","1841","0500000US12091","Okaloosa County, Florida"
"298508","6747","12669","2338","6757","1743","14471","2359","13433","2558","12600","2064","12410","1663","5624","1297","7691","1805","52436","4699","39631","3883","31946","3579","88840","4741","0500000US12095","Orange County, Florida"
"72198","3867","3565","1337","1357","765","2786","943","3557","1146","4004","1572","5427","1535","1693","983","2460","881","14868","2291","9416","1767","8075","1720","14990","2414","0500000US12097","Osceola County, Florida"
"337212","4888","13459","2067","6193","1260","9554","1679","12208","2187","12500","1908","10800","1607","4418","1108","8309","1361","49430","3206","41988","3374","34927","2389","133426","4864","0500000US12099","Palm Beach County, Florida"
"131802","4179","4234","978","3061","888","4195","1137","4473","997","4463","1077","5831","1286","2636","838","3630","926","23356","2363","20575","2056","16886","1947","38462","2531","0500000US12101","Pasco County, Florida"
"221744","5924","8759","1655","3926","951","5087","1227","5987","1304","8083","1593","7576","1384","3567","905","5732","974","36575","3007","32440","2894","25757","2786","78255","3631","0500000US12103","Pinellas County, Florida"
"166438","4757","8600","1796","4351","1067","7117","1355","6127","1290","7364","1543","7003","1474","4369","1053","5811","1294","31743","3202","27965","2652","17586","2064","38402","2714","0500000US12105","Polk County, Florida"
"17301","1553","480","291","841","501","505","376","1054","597","829","544","1098","608","0","229","786","507","2759","805","3716","964","1961","760","3272","1018","0500000US12107","Putnam County, Florida"
"63627","3592","1099","573","292","257","879","392","1565","714","2182","997","2097","861","360","251","899","580","6527","1471","7207","1470","8036","1537","32484","2903","0500000US12109","St. Johns County, Florida"
"81576","4696","2617","1328","1516","815","1910","864","4504","1775","4449","2014","2478","1001","1577","775","1871","870","17310","3023","13147","2779","9830","2101","20367","2569","0500000US12111","St. Lucie County, Florida"
"50566","2682","1893","931","379","347","730","455","1210","763","1598","726","1675","654","318","400","936","585","10722","2119","5899","1222","5810","1538","19396","1892","0500000US12113","Santa Rosa County, Florida"
"112078","4441","3685","1246","1658","810","1513","667","1797","563","2237","835","3394","1089","1619","669","2208","752","17081","2407","17237","2388","13871","1770","45778","3176","0500000US12115","Sarasota County, Florida"
"121209","4331","2886","955","1785","693","3207","1068","3336","1205","3227","1362","3783","1003","1879","731","3067","966","17557","2362","18790","2426","15904","2426","45788","3189","0500000US12117","Seminole County, Florida"
"40081","3396","1258","707","237","269","709","488","890","614","1277","826","1285","914","215","212","891","643","6803","1728","7351","1855","4669","1412","14496","2388","0500000US12119","Sumter County, Florida"
"131946","4195","4198","1226","2839","1010","3229","896","4055","1307","5111","1213","4847","1268","2946","964","5142","1199","25283","2653","22417","2775","14859","2150","37020","3253","0500000US12127","Volusia County, Florida"
"19893","1850","707","418","28","47","306","282","1035","669","648","507","738","537","352","497","441","347","3609","994","2174","875","1918","778","7937","1409","0500000US12131","Walton County, Florida"
"21369","1187","769","460","100","122","613","369","1810","771","724","408","1027","428","335","238","417","307","4031","987","3531","722","2622","748","5390","947","0500000US13013","Barrow County, Georgia"
"26858","2033","1081","613","989","684","570","345","988","589","2130","889","1297","661","1235","846","876","622","3852","1026","4188","1094","2874","930","6778","1382","0500000US13015","Bartow County, Georgia"
"34437","2063","2940","938","1235","739","2742","990","1553","722","1187","675","1822","727","618","461","546","354","6174","1416","4421","1066","3784","1043","7415","1208","0500000US13021","Bibb County, Georgia"
"16167","1552","780","504","846","590","816","730","546","487","631","356","1652","903","499","373","386","294","2738","788","3058","921","849","413","3366","912","0500000US13031","Bulloch County, Georgia"
"29111","1930","805","464","1530","725","879","528","1131","667","980","491","802","566","505","336","960","830","6189","1391","3823","1004","3985","963","7522","1297","0500000US13045","Carroll County, Georgia"
"17070","1547","249","233","187","228","267","288","0","226","627","377","558","496","494","386","340","276","3663","1140","2715","952","2404","1059","5566","1042","0500000US13047","Catoosa County, Georgia"
"64383","3058","2797","898","740","360","1941","717","3091","1045","2101","845","2467","892","1442","696","2545","1170","10750","1902","7756","1444","6682","1338","22071","2102","0500000US13051","Chatham County, Georgia"
"68899","2678","1976","874","1712","1015","1089","647","2164","860","1453","617","2052","953","724","408","2076","998","8066","1738","8301","1450","8985","1927","30301","2544","0500000US13057","Cherokee County, Georgia"
"26138","1715","1302","685","1016","597","1188","689","1957","805","1562","886","1403","657","417","355","282","197","4233","1139","2523","766","2431","829","7824","1101","0500000US13059","Clarke County, Georgia"
"64911","3190","3381","1125","2737","826","3351","1384","4885","1467","4717","1204","2925","1030","2070","1273","2174","846","12038","1913","8549","1660","6194","1443","11890","1932","0500000US13063","Clayton County, Georgia"
"191753","5679","4825","1454","3573","1293","2893","995","3447","1208","4689","1340","5796","1616","2936","902","3125","1035","25489","3051","25340","2789","19928","2264","89712","3867","0500000US13067","Cobb County, Georgia"
"35005","2355","732","453","440","266","1112","834","693","482","655","542","752","400","288","318","465","392","3814","1077","5738","1265","5452","1290","14864","1943","0500000US13073","Columbia County, Georgia"
"37623","2387","1259","671","515","305","1347","941","625","436","1328","878","1373","800","651","457","588","312","4302","1309","5638","1046","5355","1130","14642","1834","0500000US13077","Coweta County, Georgia"
"165666","5235","6000","1475","4022","1007","7052","1497","6511","1676","6064","1567","5587","1601","1543","581","4077","1278","22450","2803","19454","2738","15463","2343","67443","4045","0500000US13089","DeKalb County, Georgia"
"19901","1697","1611","683","1315","669","1474","683","755","410","1256","729","976","514","464","441","629","377","3721","940","2702","924","1563","566","3435","772","0500000US13095","Dougherty County, Georgia"
"35995","2428","2065","1059","557","398","1104","630","3384","1591","566","396","1218","648","553","465","1199","702","5569","1649","4552","1169","2971","994","12257","1831","0500000US13097","Douglas County, Georgia"
"30120","1550","210","242","178","209","144","138","387","326","601","370","500","356","136","174","364","272","3740","1084","3574","1003","3257","781","17029","1506","0500000US13113","Fayette County, Georgia"
"24361","1736","1891","873","1014","562","1378","729","1609","1038","1320","753","835","513","764","375","955","487","2974","831","3679","800","2357","537","5585","969","0500000US13115","Floyd County, Georgia"
"65991","1901","1134","509","706","414","704","502","424","277","1270","492","1429","528","914","510","840","479","6529","1159","8038","1431","8358","1291","35645","1926","0500000US13117","Forsyth County, Georgia"
"230448","6329","8726","2124","5575","1462","6897","2006","8536","1892","6683","1821","7074","1804","2524","1068","2975","1173","26626","3141","26546","3327","20075","3085","108211","4531","0500000US13121","Fulton County, Georgia"
"23068","1733","1247","574","815","698","538","418","785","451","952","595","905","799","566","367","405","343","3224","1078","3832","1098","2989","926","6810","1168","0500000US13127","Glynn County, Georgia"
"223536","5437","7220","1900","4937","1468","5369","1436","8075","1542","7512","1889","9549","2359","3180","1095","6019","1535","36716","3295","33721","3548","24812","2755","76426","4414","0500000US13135","Gwinnett County, Georgia"
"47579","2249","1456","535","1860","884","1711","793","1709","746","2246","1069","1608","604","1003","599","1155","418","7740","1424","6253","1344","4987","860","15851","1642","0500000US13139","Hall County, Georgia"
"59142","2213","869","525","445","314","1255","779","2033","1070","2144","982","2264","1118","707","505","1865","934","9935","1767","9706","1954","6870","1578","21049","2236","0500000US13151","Henry County, Georgia"
"38986","3059","1976","978","656","420","952","534","1286","651","1571","861","1490","606","149","195","462","340","6003","1635","6334","1746","3648","1221","14459","2785","0500000US13153","Houston County, Georgia"
"19138","1213","105","96","96","125","201","205","1420","727","896","566","473","310","189","184","828","373","2073","629","3635","1071","2811","839","6411","1171","0500000US13157","Jackson County, Georgia"
"23712","1917","4020","1279","460","268","1208","679","977","492","1459","689","648","361","576","438","549","318","2228","759","3386","884","3214","975","4987","1028","0500000US13185","Lowndes County, Georgia"
"43324","2163","2354","759","1859","686","2335","972","2121","855","1928","805","2251","760","966","415","857","327","7982","1379","4564","1000","5127","1057","10980","1563","0500000US13215","Muscogee County, Georgia"
"27727","1781","1893","1037","653","538","1630","862","917","562","957","582","1441","981","190","215","539","371","6431","1721","4383","1345","2591","805","6102","1303","0500000US13217","Newton County, Georgia"
"41506","2289","1165","831","757","715","811","508","830","495","1437","774","794","607","514","455","1392","676","7459","2101","5841","1222","7212","1869","13294","1901","0500000US13223","Paulding County, Georgia"
"39598","2762","2949","1032","1786","878","1302","666","3027","1012","1832","762","1732","961","1626","907","662","422","7941","1462","4934","1432","3688","1093","8119","1257","0500000US13245","Richmond County, Georgia"
"22818","1845","798","583","486","446","821","449","809","481","1210","609","1047","749","912","581","320","292","3054","1081","2339","859","2795","934","8227","1463","0500000US13247","Rockdale County, Georgia"
"16956","1815","443","394","313","277","452","402","903","413","1221","620","1449","858","1291","898","447","351","3203","1060","2685","910","1777","667","2772","760","0500000US13255","Spalding County, Georgia"
"17648","1336","1378","709","1047","663","1417","473","814","497","633","583","588","464","701","538","492","426","2477","769","2480","932","2170","635","3451","811","0500000US13285","Troup County, Georgia"
"18983","1593","1221","702","36","62","428","311","1337","634","1187","677","1658","733","899","612","378","337","3765","1007","3192","948","1545","618","3337","771","0500000US13295","Walker County, Georgia"
"24593","1491","659","485","1133","600","472","314","795","531","1071","544","452","399","171","202","511","377","4572","1127","4106","1062","3129","863","7522","1090","0500000US13297","Walton County, Georgia"
"24907","1684","515","356","715","494","1176","549","489","359","2457","1028","2161","987","1016","650","1182","668","4100","1162","4179","994","2864","979","4053","997","0500000US13313","Whitfield County, Georgia"
"46712","2371","2815","1181","896","419","1511","775","1295","615","1887","804","1813","723","527","357","1336","708","7004","1310","5761","1107","5204","1251","16663","1850","0500000US15001","Hawaii County, Hawaii"
"215379","4353","5130","1037","2311","777","3323","767","4659","1239","3971","904","6040","1281","2996","976","4519","1077","26839","2364","29687","2225","29007","2523","96897","3447","0500000US15003","Honolulu County, Hawaii"
"16333","1281","270","209","208","229","103","95","511","349","873","487","384","236","180","171","628","379","2534","849","2383","622","1760","512","6499","990","0500000US15007","Kauai County, Hawaii"
"38425","2071","644","370","265","215","444","255","862","433","1184","688","917","416","330","232","1115","673","5325","1164","5901","1295","5772","1145","15666","1931","0500000US15009","Maui County, Hawaii"
"116638","3851","3298","1028","2293","1210","1339","722","2808","1275","3375","1443","3315","1162","1949","1036","2591","1039","17905","2389","16622","2614","16993","2689","44150","3472","0500000US16001","Ada County, Idaho"
"19895","1432","557","369","412","307","566","300","778","438","1175","471","748","370","298","223","643","412","4443","951","2591","623","2386","601","5298","825","0500000US16005","Bannock County, Idaho"
"28661","1517","926","604","344","267","861","472","621","539","1915","746","787","392","944","582","950","516","5903","985","4002","1018","3393","992","8015","887","0500000US16019","Bonneville County, Idaho"
"52768","2591","1388","607","1193","588","1308","621","2740","1032","2781","937","3430","1221","1024","588","2372","1175","12425","2193","9126","1821","5965","1390","9016","1577","0500000US16027","Canyon County, Idaho"
"44826","2259","673","459","1661","1073","1144","572","2404","904","1706","846","1598","598","376","216","2271","931","8609","1635","7823","1467","4178","952","12383","1638","0500000US16055","Kootenai County, Idaho"
"21908","1445","480","428","433","461","1257","860","725","461","569","353","1029","535","491","407","471","356","4933","1084","3798","1067","3487","993","4235","978","0500000US16083","Twin Falls County, Idaho"
"17655","1126","289","216","284","195","584","264","554","308","634","283","568","310","269","238","372","324","2842","657","3330","642","2484","704","5445","787","0500000US17001","Adams County, Illinois"
"42528","2188","1694","620","711","394","1008","549","2112","784","1093","567","914","392","317","192","692","575","5534","1105","5678","1301","5419","1021","17356","1672","0500000US17019","Champaign County, Illinois"
