Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,>10K,> $10k With Internet subscription ,> $10k!!Without an Internet subscription,Total!!$10k to $19.9k,$10k to $19.9k!!With Internet subscription ,$10k to  $19.9k!!Without an Internet subscription,"$20,000 to $34,999",$20k to $34.9k!!With Internet subscription,$20k to $34.9k!!Without an Internet subscription,"$35,000 to $49,999",$35k to $49.9k!!With Internet subscription,$35k to $49.9k!!Without an Internet subscription,$50k to $74.9k,"$50k to $74,999!!With Internet subscription",$50k to $74..9k!!Without an Internet subscription,>$75k ,>$75k!!With Internet subscription ,">$75,000!!Without an Internet subscription",id,Geographic Area Name
24742,20117,16257,1139,18098,2530,11869,283,565,0,4625,841,450,391,2966,1501,1465,4571,2624,1947,3910,3027,883,4657,3853,804,7797,7039,758,39013,"Belmont County, Ohio"
143040,132630,110931,5398,123430,14155,93486,1144,2359,91,10410,8536,6053,2483,11121,7447,3674,20246,15069,5177,19776,17064,2712,25301,22980,2321,58060,56622,1438,39017,"Butler County, Ohio"
55327,50284,39277,3111,44032,6177,32425,864,718,30,5043,3490,2409,1081,5566,3925,1641,9067,6921,2146,9640,8495,1145,11304,10754,550,16260,15553,707,39023,"Clark County, Ohio"
77920,72215,65377,3721,64984,3142,52775,594,1011,0,5705,3695,2169,1526,5666,3771,1895,10720,8137,2583,8469,7577,892,15953,14968,985,33417,32099,1318,39025,"Clermont County, Ohio"
41884,36332,28090,2039,32576,4969,22429,485,350,0,5552,3166,1865,1301,4806,2918,1888,8775,6383,2392,6790,5740,1050,6579,6208,371,11768,11129,639,39029,"Columbiana County, Ohio"
542122,484796,393145,26508,437908,57060,313799,6717,10012,145,57326,55429,31584,23845,60729,37374,23355,84038,63532,20506,71288,58585,12703,87989,80133,7856,182649,175693,6956,39035,"Cuyahoga County, Ohio"
70501,69078,63698,1943,65400,3063,56957,363,1996,0,1423,1662,1359,303,1954,1656,298,4363,3784,579,6233,6074,159,10779,10263,516,45510,44876,634,39041,"Delaware County, Ohio"
31675,28788,24543,2869,24711,2058,18708,310,835,0,2887,2443,1838,605,1969,1021,948,6248,4339,1909,5254,4401,853,5791,4732,1059,9970,8657,1313,39043,"Erie County, Ohio"
55934,51556,45099,3388,45916,3676,36597,551,986,0,4378,2912,1828,1084,3382,1749,1633,8661,6177,2484,5788,4499,1289,9661,9021,640,25530,24218,1312,39045,"Fairfield County, Ohio"
519468,487921,406115,16639,456595,52252,339976,4031,16515,198,31547,32454,21266,11188,40193,29550,10643,72491,57526,14965,70734,62322,8412,98228,90929,7299,205368,198993,6375,39049,"Franklin County, Ohio"
35387,31533,27906,1656,28334,1622,24006,402,454,0,3854,882,626,256,1495,796,699,3588,2636,952,3634,3033,601,6306,4679,1627,19482,17847,1635,39055,"Geauga County, Ohio"
66053,61005,53485,2174,56925,4328,45411,476,977,0,5048,4558,3098,1460,5070,3475,1595,7067,5845,1222,7548,6531,1017,11443,9870,1573,30367,29791,576,39057,"Greene County, Ohio"
344562,314575,265210,14990,288125,28258,210404,3060,17939,139,29987,27996,18995,9001,33387,22479,10908,48292,39305,8987,43447,36760,6687,60246,55695,4551,131194,126881,4313,39061,"Hamilton County, Ohio"
31606,29276,23841,1811,26297,2336,20973,561,1062,0,2330,1780,1396,384,2275,1641,634,5394,4027,1367,3157,2857,300,6520,6095,425,12480,12027,453,39063,"Hancock County, Ohio"
27292,22011,16721,1549,19346,3269,13424,270,442,0,5281,2206,889,1317,4451,2969,1482,5843,4059,1784,3043,2474,569,5152,4785,367,6597,6198,399,39081,"Jefferson County, Ohio"
96577,90290,78743,5383,80163,6371,63886,1191,2661,27,6287,3093,2342,751,6300,4068,2232,12702,10058,2644,14167,12154,2013,18798,16921,1877,41517,39702,1815,39085,"Lake County, Ohio"
62237,57298,50041,2991,51065,3308,43273,697,1905,0,4939,3000,1890,1110,5390,3510,1880,6816,5225,1591,8088,7177,911,10616,9944,672,28327,27065,1262,39089,"Licking County, Ohio"
121344,113148,99261,9607,98715,7443,74407,1230,2425,0,8196,8168,4169,3999,11403,6159,5244,15586,11371,4215,15932,12906,3026,22576,19733,2843,47679,44307,3372,39093,"Lorain County, Ohio"
178289,161733,125965,7710,146479,19634,109675,2372,2888,156,16556,18860,12151,6709,19850,12617,7233,31638,25866,5772,22674,19484,3190,31821,28755,3066,53446,51763,1683,39095,"Lucas County, Ohio"
97365,86026,68809,6366,74841,9681,55686,1989,1314,0,11339,7490,4694,2796,11276,6987,4289,15979,12045,3934,15237,12380,2857,16536,15132,1404,30847,29678,1169,39099,"Mahoning County, Ohio"
24205,21948,16105,1265,19463,3461,13415,193,506,121,2257,2483,1724,759,3311,2032,1279,3685,2718,967,4344,3415,929,4393,4108,285,5989,5735,254,39101,"Marion County, Ohio"
70609,66715,60634,2953,60740,3259,50108,709,1439,0,3894,2200,1793,407,3813,2787,1026,7854,5491,2363,7752,6914,838,13192,11836,1356,35798,33382,2416,39103,"Medina County, Ohio"
41148,37220,30783,2432,33648,3960,25293,482,785,0,3928,2530,1695,835,3408,1819,1589,5018,3884,1134,6803,5988,815,7116,6623,493,16273,15877,396,39109,"Miami County, Ohio"
224225,203538,164068,10956,183999,23494,132399,3005,3902,0,20687,18427,11528,6899,24784,16439,8345,35440,28498,6942,31697,28626,3071,40049,37533,2516,73828,70934,2894,39113,"Montgomery County, Ohio"
34471,30345,24780,2333,26186,2819,20989,606,668,0,4126,2867,1991,876,4325,3062,1263,5449,3818,1631,4730,3838,892,6117,5492,625,10983,10366,617,39119,"Muskingum County, Ohio"
60801,55835,48678,3061,49989,3829,40338,833,1123,0,4966,3168,2126,1042,5701,3626,2075,8698,6547,2151,6779,5024,1755,10277,9373,904,26178,24454,1724,39133,"Portage County, Ohio"
48105,40628,33683,3485,34804,3509,26019,692,1099,0,7477,4275,2266,2009,4829,2928,1901,7390,5114,2276,7697,6293,1404,10672,9615,1057,13242,12532,710,39139,"Richland County, Ohio"
29779,26239,21149,2055,22244,2667,18106,891,547,0,3540,3434,2370,1064,3187,1818,1369,5175,3304,1871,4045,3210,835,4998,4625,373,8940,8287,653,39141,"Ross County, Ohio"
28719,25187,19349,970,22492,3006,16869,388,654,0,3532,3895,2271,1624,4528,3012,1516,5422,4262,1160,3178,2927,251,4357,4193,164,7339,6605,734,39145,"Scioto County, Ohio"
152210,136562,110194,6633,121862,14709,95342,1997,3192,0,15648,10493,5676,4817,16554,10911,5643,25014,18026,6988,20753,18038,2715,28905,26851,2054,50491,48708,1783,39151,"Stark County, Ohio"
226243,205924,173499,12342,185551,18311,140405,2622,5437,87,20319,13512,8636,4876,20510,14361,6149,32380,25259,7121,29803,25586,4217,40523,36841,3682,89515,86012,3503,39153,"Summit County, Ohio"
83303,72800,58046,4741,65261,8602,48568,497,1105,0,10503,7717,5381,2336,10390,6150,4240,14249,10875,3374,11178,8742,2436,16602,14722,1880,23167,21776,1391,39155,"Trumbull County, Ohio"
36740,32281,23724,1827,28780,4099,22572,456,751,22,4459,1293,758,535,4890,2504,2386,5751,4063,1688,6539,5175,1364,5953,5211,742,12314,11677,637,39157,"Tuscarawas County, Ohio"
83540,80591,73715,2482,75559,3722,65661,909,1734,29,2949,2075,1656,419,3913,3186,727,7872,6987,885,6490,5693,797,15357,14150,1207,47833,46344,1489,39165,"Warren County, Ohio"
43908,37666,32881,2381,33413,2422,24851,607,736,0,6242,1739,1039,700,3406,1773,1633,6586,4456,2130,6239,4810,1429,10118,9209,909,15820,14571,1249,39169,"Wayne County, Ohio"
50694,47790,41352,2542,43442,3219,33812,482,570,0,2904,2630,1690,940,4087,3081,1006,7796,6103,1693,4964,4330,634,9343,8052,1291,21874,20308,1566,39173,"Wood County, Ohio"
45344,42784,37756,1513,39765,3439,32000,132,1190,0,2560,923,711,212,2825,1737,1088,5068,4384,684,5684,5215,469,10218,9548,670,20626,19930,696,40017,"Canadian County, Oklahoma"
110775,104885,90744,3420,99582,9293,72994,631,2614,0,5890,6977,4666,2311,6864,4275,2589,14449,12452,1997,15954,12985,2969,21244,19411,1833,45287,43765,1522,40027,"Cleveland County, Oklahoma"
42489,39368,30891,1749,37018,5899,24842,177,739,0,3121,2867,1974,893,4837,3689,1148,6062,4951,1111,6450,5977,473,9230,8522,708,13043,12488,555,40031,"Comanche County, Oklahoma"
26957,24167,18235,1417,22018,3872,15057,191,3280,0,2790,1685,1173,512,2914,1335,1579,4274,2739,1535,3243,2760,483,5248,4354,894,9593,8996,597,40037,"Creek County, Oklahoma"
26566,22845,17853,782,21242,3489,12272,321,1922,0,3721,2418,1082,1336,3030,1586,1444,4846,3356,1490,4044,2787,1257,5153,4496,657,7075,6408,667,40101,"Muskogee County, Oklahoma"
302645,277983,219445,10703,261101,39899,176524,1989,8031,112,24662,20368,13120,7248,27895,18649,9246,50275,39816,10459,44188,37762,6426,56680,51291,5389,103239,98337,4902,40109,"Oklahoma County, Oklahoma"
30734,28837,23691,1172,26683,3069,19422,179,740,0,1897,3812,2246,1566,3249,2456,793,5200,4001,1199,3570,3252,318,5916,5299,617,8987,8319,668,40119,"Payne County, Oklahoma"
26714,23730,17864,1166,21949,4003,14547,250,531,0,2984,2213,1349,864,3247,2188,1059,4471,3224,1247,3829,3240,589,5334,4828,506,7620,7075,545,40125,"Pottawatomie County, Oklahoma"
35254,33299,26519,1458,31096,4355,22487,294,688,0,1955,1806,1206,600,2223,1310,913,4753,3532,1221,5713,4459,1254,6272,5368,904,14487,13715,772,40131,"Rogers County, Oklahoma"
250492,232795,188839,8562,217915,29440,153611,1540,6035,0,17697,17096,11890,5206,22287,14458,7829,37309,29795,7514,36420,31132,5288,45222,41207,4015,92158,89024,3134,40143,"Tulsa County, Oklahoma"
30186,28356,23878,927,26680,2514,20406,151,1160,0,1830,1173,919,254,2226,1397,829,3655,2827,828,4312,3980,332,5872,5430,442,12948,12394,554,40145,"Wagoner County, Oklahoma"
35520,34172,31678,1451,31299,1521,24700,227,1210,0,1348,3072,2835,237,3420,3006,414,4663,3973,690,3113,2836,277,5911,5593,318,15341,14984,357,41003,"Benton County, Oregon"
158749,151173,139470,8190,138259,5737,113078,1215,4025,0,7576,5872,4003,1869,7263,5177,2086,16432,12104,4328,15111,12898,2213,28406,25432,2974,85665,82025,3640,41005,"Clackamas County, Oregon"
79950,76811,70078,3113,71868,3217,54371,423,2131,0,3139,3345,2084,1261,6347,4316,2031,9329,7606,1723,9860,8195,1665,15652,14668,984,35417,34168,1249,41017,"Deschutes County, Oregon"
45647,41312,36192,3827,35543,3129,25843,242,633,0,4335,2068,1262,806,5759,4544,1215,8439,6523,1916,7825,5894,1931,9683,9019,664,11873,11205,668,41019,"Douglas County, Oregon"
89787,85224,72262,3850,78045,8341,55130,1311,2389,0,4563,6021,3444,2577,7196,4873,2323,14727,11245,3482,12261,11790,471,17551,16045,1506,32031,30310,1721,41029,"Jackson County, Oregon"
37059,34437,28404,2875,28642,3960,21668,772,1186,0,2622,3061,2316,745,4247,2985,1262,5985,4291,1694,5775,4638,1137,7612,6615,997,10379,9320,1059,41033,"Josephine County, Oregon"
26798,24545,19558,1539,21459,2683,16086,527,619,0,2253,2349,1507,842,3496,2582,914,4614,3481,1133,3954,3435,519,5193,4715,478,7192,6606,586,41035,"Klamath County, Oregon"
156072,147852,129557,9006,132240,11440,97287,757,3609,0,8220,10634,7164,3470,15605,12092,3513,24969,21368,3601,21188,19815,1373,31412,28258,3154,52264,50763,1501,41039,"Lane County, Oregon"
48464,45112,38094,2509,40738,3964,29819,258,485,0,3352,1929,1018,911,4728,2721,2007,6826,5248,1578,8297,7367,930,10791,10101,690,15893,15083,810,41043,"Linn County, Oregon"
119511,113504,93554,5584,103030,11703,74207,1892,2095,40,6007,6022,3989,2033,11563,7814,3749,17589,14617,2972,17933,15411,2522,22066,19688,2378,44338,41832,2506,41047,"Marion County, Oregon"
330223,313993,278785,9919,297293,22960,215941,2099,6950,0,16230,19051,13150,5901,24859,17488,7371,39416,32608,6808,36488,33688,2800,52841,49007,3834,157568,152118,5450,41051,"Multnomah County, Oregon"
31218,29947,26033,1757,26722,1493,21173,253,977,0,1271,1559,1356,203,3554,2607,947,3448,3112,336,4412,3861,551,5436,5104,332,12809,12664,145,41053,"Polk County, Oregon"
26048,23525,19663,976,21412,1723,16634,315,543,0,2523,1747,1260,487,2918,1753,1165,3691,2667,1024,3345,2625,720,5189,4541,648,9158,8459,699,41059,"Umatilla County, Oregon"
225955,219361,199725,7970,205625,10835,162669,1818,6745,0,6594,6157,4956,1201,10879,8344,2535,22251,19293,2958,26454,23601,2853,36424,33800,2624,123790,119707,4083,41067,"Washington County, Oregon"
37235,34198,30714,2138,30324,863,25112,377,1072,0,3037,3395,2434,961,2451,1454,997,5345,3561,1784,4275,3556,719,5927,5694,233,15842,14701,1141,41071,"Yamhill County, Oregon"
39570,35438,30095,2662,30854,2979,22515,402,1179,75,4132,1336,1091,245,3463,2071,1392,4791,3513,1278,4942,4178,764,8732,7746,986,16306,15840,466,42001,"Adams County, Pennsylvania"
543369,492748,423214,27875,442876,37644,341169,8096,10712,74,50621,37717,26053,11664,50728,34378,16350,77566,59136,18430,64606,54699,9907,89603,83460,6143,223149,216054,7095,42003,"Allegheny County, Pennsylvania"
27332,23305,19398,2027,19212,1877,15455,739,730,47,4027,1702,908,794,3025,1447,1578,4510,3155,1355,4435,3185,1250,4718,4182,536,8942,8698,244,42005,"Armstrong County, Pennsylvania"
73059,65150,53728,4732,57535,7012,41647,502,1148,0,7909,4755,2771,1984,7127,4200,2927,13520,9833,3687,8841,7454,1387,12844,11538,1306,25972,25372,600,42007,"Beaver County, Pennsylvania"
157006,140835,116958,8395,125895,13401,93271,2199,4753,151,16171,7806,4690,3116,12035,7599,4436,23073,15515,7558,17865,14233,3632,30539,26690,3849,65688,62041,3647,42011,"Berks County, Pennsylvania"
51096,44563,36405,3524,38250,5835,23004,823,446,0,6533,3311,1481,1830,7156,4394,2762,7900,5576,2324,7218,6202,1016,8605,7856,749,16906,16002,904,42013,"Blair County, Pennsylvania"
239962,224426,204804,10311,205377,9986,171064,2595,4857,0,15536,6827,4640,2187,11651,7192,4459,23544,17797,5747,20489,17500,2989,39824,36373,3451,137627,133676,3951,42017,"Bucks County, Pennsylvania"
77764,69909,60829,4482,61311,3951,49573,1693,1215,0,7855,3330,2325,1005,6430,4084,2346,10123,6909,3214,8123,6465,1658,14719,13493,1226,35039,34143,896,42019,"Butler County, Pennsylvania"
56483,47274,38595,4282,38898,4438,30829,1522,1312,35,9209,4655,2638,2017,6907,3999,2908,10466,7026,3440,8065,6418,1647,9904,8842,1062,16486,15239,1247,42021,"Cambria County, Pennsylvania"
25177,22212,18196,2232,18649,1703,15432,683,466,0,2965,1555,898,657,2201,1243,958,4759,3599,1160,3499,2703,796,4052,3437,615,9111,8910,201,42025,"Carbon County, Pennsylvania"
58514,54021,49856,4043,48064,1908,37176,443,2330,0,4493,6727,5171,1556,4702,3207,1495,6864,5743,1121,8512,6164,2348,9281,8094,1187,22428,21343,1085,42027,"Centre County, Pennsylvania"
192746,181591,166158,7764,167691,8626,135540,911,4973,69,11155,5899,4456,1443,8730,5510,3220,14713,11998,2715,14614,10845,3769,29342,26551,2791,119448,115501,3947,42029,"Chester County, Pennsylvania"
31992,27618,23184,2617,23106,1962,17810,717,561,0,4374,2599,1569,1030,4117,2090,2027,5499,4340,1159,5179,3915,1264,5733,5102,631,8865,8418,447,42033,"Clearfield County, Pennsylvania"
26655,23104,19198,2243,19519,2342,14129,354,354,18,3551,2149,1269,880,2669,1352,1317,4980,2971,2009,3289,2831,458,5327,4845,482,8241,7957,284,42037,"Columbia County, Pennsylvania"
34386,30534,25667,3040,24617,2273,20165,782,855,45,3852,1835,1267,568,3586,2235,1351,6597,4947,1650,4568,3862,706,7419,6535,884,10381,9934,447,42039,"Crawford County, Pennsylvania"
102243,93642,85091,6193,81786,4003,65500,1950,2077,0,8601,3624,2096,1528,5668,3613,2055,13092,9962,3130,12938,10355,2583,19025,17693,1332,47896,45532,2364,42041,"Cumberland County, Pennsylvania"
112559,100349,82698,7053,88646,10425,61326,1922,5636,120,12210,6902,4794,2108,8233,5149,3084,15319,11247,4072,18331,14162,4169,20936,18051,2885,42838,40198,2640,42043,"Dauphin County, Pennsylvania"
207499,192335,164158,9066,175508,17987,135813,2045,4022,0,15164,9758,6796,2962,13866,9525,4341,24763,18034,6729,23798,20063,3735,35832,32364,3468,99482,96572,2910,42045,"Delaware County, Pennsylvania"
109797,99226,80567,6246,86883,12018,64390,2022,2518,14,10571,8063,6329,1734,11910,7827,4083,21243,15933,5310,15232,13036,2196,19656,18055,1601,33693,32482,1211,42049,"Erie County, Pennsylvania"
56085,46577,36597,3227,40673,4995,30892,889,806,45,9508,4420,2657,1763,6511,3031,3480,9024,5926,3098,6724,5350,1374,10545,9249,1296,18861,17616,1245,42051,"Fayette County, Pennsylvania"
59834,52587,45347,4266,45295,3479,36216,393,1525,111,7247,2890,709,2181,6146,3480,2666,6064,4424,1640,9394,8127,1267,13395,11955,1440,21945,20374,1571,42055,"Franklin County, Pennsylvania"
33098,28166,24232,2715,24136,2331,18188,353,838,0,4932,2572,1576,996,3990,2166,1824,4970,3997,973,5123,3513,1610,6279,5301,978,10164,9619,545,42063,"Indiana County, Pennsylvania"
88268,78054,65752,4575,69753,7190,50365,1279,1324,0,10214,5276,3344,1932,11282,7147,4135,12341,8769,3572,12456,10637,1819,19049,17303,1746,27864,27033,831,42069,"Lackawanna County, Pennsylvania"
202490,178584,156746,11255,157781,12336,121359,2258,5026,71,23906,8128,3899,4229,14370,8975,5395,25892,18304,7588,26796,19418,7378,39132,33879,5253,88172,80366,7806,42071,"Lancaster County, Pennsylvania"
37497,33138,27459,2264,28552,3196,21504,543,304,0,4359,3009,2062,947,4820,3081,1739,6331,4897,1434,5194,4384,810,6965,6508,457,11178,10379,799,42073,"Lawrence County, Pennsylvania"
54522,48370,41084,3707,41594,3312,35391,791,1145,0,6152,2520,2129,391,4566,3031,1535,7282,5183,2099,7047,6111,936,11921,10833,1088,21186,20389,797,42075,"Lebanon County, Pennsylvania"
138586,125750,105885,6125,114110,11717,87621,1923,3470,0,12836,6988,5009,1979,11164,6880,4284,20994,14955,6039,19473,16155,3318,22225,20738,1487,57742,54841,2901,42077,"Lehigh County, Pennsylvania"
128301,111582,88146,7795,98798,14664,70035,1586,2931,0,16719,9638,6679,2959,14494,7330,7164,19261,13030,6231,16412,13898,2514,24319,21996,2323,44177,42357,1820,42079,"Luzerne County, Pennsylvania"
44585,39568,33385,3403,32546,2976,27548,1121,1057,0,5017,3225,1741,1484,4689,1986,2703,5471,4238,1233,6182,5292,890,9713,8974,739,15305,14435,870,42081,"Lycoming County, Pennsylvania"
46809,40032,33107,2958,34929,3638,26552,427,699,16,6777,3248,2393,855,6270,4011,2259,7825,5435,2390,6489,5561,928,9084,8392,692,13893,12421,1472,42085,"Mercer County, Pennsylvania"
55109,51142,45445,3429,45751,2868,35611,500,1431,0,3967,2953,2203,750,4941,3536,1405,6440,4678,1762,7408,6436,972,10007,9042,965,23360,22300,1060,42089,"Monroe County, Pennsylvania"
313336,297278,271697,13201,274101,12460,226229,3339,7776,82,16058,10567,6529,4038,15885,10858,5027,27702,21337,6365,27784,24531,3253,49190,46222,2968,182208,177930,4278,42091,"Montgomery County, Pennsylvania"
114996,103676,90104,5903,93372,6940,71497,913,5289,102,11320,4085,2754,1331,8939,4686,4253,14244,9633,4611,13429,11443,1986,22164,18519,3645,52135,50134,2001,42095,"Northampton County, Pennsylvania"
38816,32302,25779,2558,27900,4140,20096,691,872,40,6514,3148,1517,1631,4885,2639,2246,7612,5081,2531,4495,3607,888,6564,6029,535,12112,11403,709,42097,"Northumberland County, Pennsylvania"
608233,535555,418611,22311,494967,75874,334176,6329,11811,71,72678,79444,48018,31426,75651,46874,28777,94757,68819,25938,70987,58388,12599,100788,87882,12906,186606,176568,10038,42101,"Philadelphia County, Pennsylvania"
58458,48816,41113,4209,41213,4352,30474,859,899,0,9642,4224,2173,2051,7938,4758,3180,9850,5889,3961,7929,6655,1274,10851,9253,1598,17666,16703,963,42107,"Schuylkill County, Pennsylvania"
28796,23338,19502,2493,19315,1761,15703,529,424,13,5458,1463,465,998,3128,1471,1657,5313,3180,2133,3981,3174,807,5902,5204,698,9009,8208,801,42111,"Somerset County, Pennsylvania"
85835,76469,64066,4352,67903,7093,53961,1144,1106,10,9366,4680,2526,2154,6865,3747,3118,11823,8347,3476,10832,9033,1799,15656,14731,925,35979,34751,1228,42125,"Washington County, Pennsylvania"
150368,134120,115450,10098,115445,10727,89627,2444,2974,61,16248,7807,4896,2911,13235,7264,5971,22733,16553,6180,20314,16316,3998,27403,25035,2368,58876,56493,2383,42129,"Westmoreland County, Pennsylvania"
173958,157877,132650,8322,143224,13939,112437,1992,3692,75,16081,8038,5577,2461,13753,7874,5879,21814,15124,6690,21800,17112,4688,34417,29520,4897,74136,71330,2806,42133,"York County, Pennsylvania"
69115,62650,55855,3347,55987,3514,46151,740,1515,0,6465,3924,2901,1023,5078,2618,2460,6688,5001,1687,8946,7351,1595,13566,11926,1640,30913,29747,1166,44003,"Kent County, Rhode Island"
34316,31736,28803,2619,27588,1303,22880,374,1350,0,2580,1264,887,377,3020,1845,1175,3475,2664,811,3561,3097,464,4832,4255,577,18164,17824,340,44005,"Newport County, Rhode Island"
237038,207634,168688,10561,189910,20641,140966,2250,3965,66,29404,20482,12348,8134,26765,15615,11150,32274,24737,7537,26073,20717,5356,40951,35478,5473,90493,87293,3200,44007,"Providence County, Rhode Island"
47680,45424,41024,2280,40575,1411,35747,830,1838,0,2256,1275,1040,235,2339,1522,817,4350,3766,584,3816,3517,299,8140,7566,574,27760,27301,459,44009,"Washington County, Rhode Island"
68609,61741,48013,2974,56754,9572,38601,712,967,0,6868,4988,3342,1646,7688,4519,3169,9681,7417,2264,10164,8236,1928,13188,11382,1806,22900,22074,826,45003,"Aiken County, South Carolina"
78500,70796,54876,3479,64777,9135,47834,1106,1709,0,7704,5585,2963,2622,10388,6847,3541,12286,8588,3698,9525,7816,1709,14761,12528,2233,25955,25073,882,45007,"Anderson County, South Carolina"
74679,71091,59795,1926,66116,6830,53940,1060,2050,73,3588,3676,3011,665,4603,2983,1620,9806,8374,1432,10633,8821,1812,14005,13030,975,31956,31140,816,45013,"Beaufort County, South Carolina"
78168,72804,60738,4282,66474,7980,49511,581,2007,0,5364,4681,2919,1762,5140,3295,1845,10974,8349,2625,9664,7155,2509,15869,14170,1699,31840,29616,2224,45015,"Berkeley County, South Carolina"
160457,151084,119649,4461,142971,23438,85206,1512,3308,104,9373,9265,6235,3030,13327,8053,5274,21498,15665,5833,18774,14231,4543,28025,24985,3040,69568,65006,4562,45019,"Charleston County, South Carolina"
25308,19772,14170,1408,17441,3877,11508,441,669,0,5536,3553,1062,2491,4137,1742,2395,5448,3600,1848,2929,1700,1229,3855,3329,526,5386,4600,786,45031,"Darlington County, South Carolina"
55799,53575,45152,2090,49684,5967,34966,668,1272,0,2224,3198,2509,689,4862,3406,1456,6789,5322,1467,5545,4755,790,9857,8758,1099,25548,23997,1551,45035,"Dorchester County, South Carolina"
50518,44153,34037,2097,40539,7592,25652,451,315,0,6365,5471,2867,2604,5125,2505,2620,7713,5350,2363,7467,4886,2581,10082,7685,2397,14660,13765,895,45041,"Florence County, South Carolina"
192556,176584,148036,7922,162940,18087,121575,1756,4553,0,15972,11883,7450,4433,14713,9287,5426,28905,22800,6105,23028,20110,2918,37789,34444,3345,76238,72829,3409,45045,"Greenville County, South Carolina"
27962,23532,16971,1308,21512,4484,13176,238,208,0,4430,2948,1771,1177,2737,1710,1027,5647,3653,1994,4623,3819,804,5240,4848,392,6767,6114,653,45047,"Greenwood County, South Carolina"
131180,122384,98929,6346,110105,16417,72166,1314,10555,61,8796,6975,4522,2453,13878,8891,4987,24742,19744,4998,21420,18613,2807,27786,25176,2610,36379,34490,1889,45051,"Horry County, South Carolina"
24756,22514,19156,1430,20118,1632,15638,401,2988,0,2242,1697,1363,334,2346,1673,673,4763,3825,938,3125,2613,512,6102,5315,787,6723,6490,233,45055,"Kershaw County, South Carolina"
35710,32816,25727,1328,30457,4789,22503,429,2491,0,2894,1248,1131,117,5187,3356,1831,5200,3667,1533,4113,3470,643,6070,5556,514,13892,13215,677,45057,"Lancaster County, South Carolina"
25423,20856,15226,986,19426,3526,12876,190,938,0,4567,2996,973,2023,2554,982,1572,4519,3510,1009,4806,3899,907,4230,3827,403,6318,5860,458,45059,"Laurens County, South Carolina"
115566,106203,89089,3620,99985,10899,76372,962,1938,40,9363,6701,4080,2621,8456,5421,3035,17278,13447,3831,16028,13783,2245,21729,20379,1350,45374,43754,1620,45063,"Lexington County, South Carolina"
31612,26826,21915,2373,23604,2907,18656,0,719,0,4786,2777,1948,829,4242,1672,2570,5872,3417,2455,3666,3049,617,5735,4872,863,9320,8501,819,45073,"Oconee County, South Carolina"
33561,28506,20318,1284,26410,5145,16330,345,493,0,5055,4944,1719,3225,5256,3168,2088,5907,3990,1917,5979,5039,940,5798,4977,821,5677,5404,273,45075,"Orangeburg County, South Carolina"
48185,42948,34219,1883,39197,4535,30407,572,857,77,5237,3116,1199,1917,6569,3056,3513,8567,6136,2431,6948,5271,1677,8944,8396,548,14041,13928,113,45077,"Pickens County, South Carolina"
152227,143986,120782,4464,135923,15383,95710,1348,20072,0,8241,14268,9150,5118,12971,9041,3930,23164,17243,5921,22201,18812,3389,30295,27913,2382,49328,47370,1958,45079,"Richland County, South Carolina"
116018,103498,83883,5123,94606,11363,69314,1232,2146,61,12520,7731,4614,3117,10906,5701,5205,17310,12255,5055,17710,14934,2776,21942,19489,2453,40419,37924,2495,45083,"Spartanburg County, South Carolina"
40396,35352,27418,1244,32888,5385,21162,412,1307,0,5044,2393,1318,1075,4468,2747,1721,8340,6138,2202,6856,5506,1350,8711,7336,1375,9628,9491,137,45085,"Sumter County, South Carolina"
100623,94575,81115,3164,89495,7435,68288,543,14668,0,6048,5599,3546,2053,7257,4889,2368,14775,11699,3076,12247,10697,1550,17348,16571,777,43397,41841,1556,45091,"York County, South Carolina"
76630,71368,61581,3170,65926,5926,48435,749,1646,0,5262,3139,2053,1086,6744,4119,2625,10840,7919,2921,10901,9078,1823,15246,14308,938,29760,28577,1183,46099,"Minnehaha County, South Dakota"
44794,40973,34189,2801,36068,3745,26902,622,2388,0,3821,1903,1447,456,3525,2262,1263,8508,5803,2705,5724,4749,975,8617,7959,658,16517,15705,812,46103,"Pennington County, South Dakota"
29505,26829,20981,1297,24123,2397,19529,428,862,0,2676,2092,1588,504,3400,2767,633,5051,3685,1366,3969,3495,474,6362,5280,1082,8631,8418,213,47001,"Anderson County, Tennessee"
51446,46314,39276,2554,41673,4096,30128,671,1459,92,5132,2720,1798,922,4529,2581,1948,6739,5259,1480,8239,6096,2143,9877,8498,1379,19342,18074,1268,47009,"Blount County, Tennessee"
39104,34702,27345,1245,31996,3675,24145,712,355,0,4402,2567,1264,1303,3595,1989,1606,6372,5150,1222,6641,5413,1228,8348,7605,743,11581,10920,661,47011,"Bradley County, Tennessee"
283445,266714,222329,10281,249303,26581,181213,1975,27212,0,16731,16604,12025,4579,22200,16676,5524,38213,32064,6149,39090,35201,3889,51382,46564,4818,115956,112745,3211,47037,"Davidson County, Tennessee"
27316,23846,17936,1541,21225,3560,15597,267,545,0,3470,2060,1448,612,3241,1806,1435,4866,3170,1696,3977,3552,425,6311,5206,1105,6861,6221,640,47059,"Greene County, Tennessee"
